推特账号

https://twitter.com/kamalaharris
https://twitter.com/jakejsullivan
https://twitter.com/ablinken



https://twitter.com/SecDebHaaland

https://twitter.com/GinaRaimondo
https://twitter.com/marty_walsh
https://twitter.com/AGBecerra
https://twitter.com/SecFudge
https://twitter.com/PeteButtigieg
https://twitter.com/JenGranholm

https://twitter.com/AliMayorkas
https://twitter.com/RonaldKlain
https://twitter.com/RonaldKlain
https://twitter.com/AmbassadorTai

https://twitter.com/eric_lander
https://twitter.com/Michael_S_Regan
https://twitter.com/IsabelCGuzman
https://twitter.com/USAmbUN
https://twitter.com/LindaT_G
https://twitter.com/LindaT_G
https://twitter.com/HawleyMO
https://twitter.com/SenTomCotton
https://twitter.com/SenToomey
https://twitter.com/chrissmithonair
https://twitter.com/CeciliaERouse
https://twitter.com/harrisonjaime
https://twitter.com/SenSchumer
https://twitter.com/RahmEmanuel
https://twitter.com/GOPChairwoman
https://twitter.com/SenatorLeahy
https://twitter.com/SenatorDurbin
https://twitter.com/LeaderMcConnell
https://twitter.com/johnthune
https://twitter.com/SenShelby
https://twitter.com/johnthune
https://twitter.com/lisamurkowski
https://twitter.com/SenDanSullivan










https://twitter.com/DCTwining


https://twitter.com/georgesoros






















https://twitter.com/KenRoth
https://twitter.com/abramowitz

https://twitter.com/SenSchumer
https://twitter.com/SenatorDurbin
https://twitter.com/LeaderMcConnell
https://twitter.com/JohnCornyn
https://twitter.com/ChuckGrassley
https://twitter.com/Mike_Pence
https://twitter.com/TulsiGabbard
https://twitter.com/SenatorLeahy
https://twitter.com/OrrinHatch
https://twitter.com/LeaderMcConnell
https://twitter.com/johnthune
https://twitter.com/RoyBlunt
https://twitter.com/SenCoryGardner
https://twitter.com/SenJohnBarrasso
https://twitter.com/PattyMurray
https://twitter.com/SenJohnBarrasso
https://twitter.com/PattyMurray
"Patricia Lynn ""Patty"" Murray"
https://twitter.com/CaptMarkKelly
https://twitter.com/JohnBoozman
https://twitter.com/SenTomCotton
https://twitter.com/SenFeinstein

https://twitter.com/SenatorBennet
https://twitter.com/SenLummis
https://twitter.com/Hickenlooper
https://twitter.com/SenBlumenthal
https://twitter.com/ChrisMurphyCT
https://twitter.com/SenatorCarper
https://twitter.com/RogerMarshallMD
https://twitter.com/JerryMoran
https://twitter.com/SenJoniErnst
https://twitter.com/ChuckGrassley

https://twitter.com/SenToddYoung
https://twitter.com/SenDuckworth
https://twitter.com/SenatorDurbin
https://twitter.com/SenatorRisch
https://twitter.com/MikeCrapo
https://twitter.com/maziehirono
https://twitter.com/SenBrianSchatz
https://twitter.com/ReverendWarnock
https://twitter.com/ossoff

https://twitter.com/marcorubio
https://twitter.com/ChrisCoons
https://twitter.com/amyklobuchar
https://twitter.com/SenGaryPeters
https://twitter.com/SenStabenow
https://twitter.com/SenMarkey
https://twitter.com/SenWarren
https://twitter.com/VanHollenForMD
https://twitter.com/SenatorCardin
https://twitter.com/SenAngusKing
https://twitter.com/SenatorCollins
https://twitter.com/SenAngusKing
https://twitter.com/BillCassidy
https://twitter.com/RandPaul
https://twitter.com/SenGillibrand
https://twitter.com/SenSchumer
https://twitter.com/benraylujan
https://twitter.com/MartinHeinrich
https://twitter.com/CoryBooker
https://twitter.com/SenatorMenendez
https://twitter.com/SenatorShaheen
https://twitter.com/SenatorShaheen
https://twitter.com/RosenforNevada
https://twitter.com/CatherineForNV
https://twitter.com/SenSasse
https://twitter.com/SenatorFischer
https://twitter.com/SteveDaines
https://twitter.com/SenatorTester
https://twitter.com/HawleyMO
https://twitter.com/RoyBlunt
https://twitter.com/SenGaryPeters
https://twitter.com/SenGaryPeters
https://twitter.com/SenGaryPeters
https://twitter.com/amyklobuchar
https://twitter.com/SenGaryPeters
https://twitter.com/MittRomney
"Michael Shumway ""Mike"" Lee"
https://twitter.com/tedcruz
https://twitter.com/JohnCornyn
https://twitter.com/BillHagertyTN
https://twitter.com/MarshaBlackburn
https://twitter.com/SenatorRounds
https://twitter.com/johnthune
https://twitter.com/SenatorTimScott
https://twitter.com/LindseyGrahamSC
https://twitter.com/SenWhitehouse
https://twitter.com/SenJackReed
https://twitter.com/SenBobCasey
https://twitter.com/SenJeffMerkley
"Ronald Lee ""Ron"" Wyden"
https://twitter.com/SenatorLankford
https://twitter.com/JimInhofe
https://twitter.com/senrobportman
https://twitter.com/SenSherrodBrown
https://twitter.com/kevincramer
https://twitter.com/SenJohnHoeven
https://twitter.com/SenThomTillis
https://twitter.com/SenatorBurr
https://twitter.com/BernieSanders
https://twitter.com/timkaine
https://twitter.com/MarkWarner
https://twitter.com/PattyMurray

https://twitter.com/Sen_JoeManchin
https://twitter.com/SenCapito
https://twitter.com/SenRonJohnson
https://twitter.com/SenatorBaldwin
https://twitter.com/RepMarcyKaptur
https://twitter.com/RepDavidEPrice
https://twitter.com/RepRoybalAllard
https://twitter.com/sanfordbishop
https://twitter.com/repbarbaralee
https://twitter.com/BettyMcCollum04
https://twitter.com/RepTimRyan
https://twitter.com/Call_Me_Dutch
https://twitter.com/RepDWStweets
https://twitter.com/RepCuellar
https://twitter.com/chelliepingree
https://twitter.com/RepMikeQuigley
